"","county","county_code","year_code","month_code","preterm","non_preterm"
"2742","Rockland County, NY","36087",2015,6,37,398
"2743","Rockland County, NY","36087",2015,7,59,387
"2744","Rockland County, NY","36087",2015,8,42,424
"2745","Rockland County, NY","36087",2015,9,44,398
"2746","Rockland County, NY","36087",2015,10,33,404
"2747","Rockland County, NY","36087",2015,11,18,374
"2748","Rockland County, NY","36087",2015,12,38,383
"2749","Rockland County, NY","36087",2016,1,54,415
"2750","Rockland County, NY","36087",2016,2,55,373
"2751","Rockland County, NY","36087",2016,3,37,362
"2752","Rockland County, NY","36087",2016,4,40,365
"2753","Rockland County, NY","36087",2016,5,50,378
"2754","Rockland County, NY","36087",2016,6,26,363
"2755","Rockland County, NY","36087",2016,7,45,398
"2756","Rockland County, NY","36087",2016,8,47,444
"2757","Rockland County, NY","36087",2016,9,35,384
"2758","Rockland County, NY","36087",2016,10,46,388
"2759","Rockland County, NY","36087",2016,11,54,397
"2760","Rockland County, NY","36087",2016,12,39,382
"2761","Rockland County, NY","36087",2017,1,34,382
"2762","Rockland County, NY","36087",2017,2,20,368
"2763","Rockland County, NY","36087",2017,3,40,378
"2764","Rockland County, NY","36087",2017,4,41,340
"2765","Rockland County, NY","36087",2017,5,53,407
"2766","Rockland County, NY","36087",2017,6,50,358
"2767","Rockland County, NY","36087",2017,7,60,411
"2768","Rockland County, NY","36087",2017,8,38,436
"2769","Rockland County, NY","36087",2017,9,48,375
"2770","Rockland County, NY","36087",2017,10,57,424
"2771","Rockland County, NY","36087",2017,11,47,395
"2772","Rockland County, NY","36087",2017,12,43,412
"2773","Saratoga County, NY","36091",2007,1,26,142
"2774","Saratoga County, NY","36091",2007,2,18,147
"2775","Saratoga County, NY","36091",2007,3,15,169
"2776","Saratoga County, NY","36091",2007,4,12,168
"2777","Saratoga County, NY","36091",2007,5,15,169
"2778","Saratoga County, NY","36091",2007,6,15,199
"2779","Saratoga County, NY","36091",2007,7,29,157
"2780","Saratoga County, NY","36091",2007,8,22,162
"2781","Saratoga County, NY","36091",2007,9,11,156
"2782","Saratoga County, NY","36091",2007,10,26,153
"2783","Saratoga County, NY","36091",2007,11,32,145
"2784","Saratoga County, NY","36091",2007,12,17,143
"2785","Saratoga County, NY","36091",2008,1,17,139
"2786","Saratoga County, NY","36091",2008,2,0,147
"2787","Saratoga County, NY","36091",2008,3,13,144
"2788","Saratoga County, NY","36091",2008,4,17,165
"2789","Saratoga County, NY","36091",2008,5,21,185
"2790","Saratoga County, NY","36091",2008,6,16,167
"2791","Saratoga County, NY","36091",2008,7,22,176
"2792","Saratoga County, NY","36091",2008,8,16,155
"2793","Saratoga County, NY","36091",2008,9,13,139
"2794","Saratoga County, NY","36091",2008,10,13,164
"2795","Saratoga County, NY","36091",2008,11,10,152
"2796","Saratoga County, NY","36091",2008,12,21,140
"2797","Saratoga County, NY","36091",2009,1,11,156
"2798","Saratoga County, NY","36091",2009,2,27,134
"2799","Saratoga County, NY","36091",2009,3,0,159
"2800","Saratoga County, NY","36091",2009,4,18,159
"2801","Saratoga County, NY","36091",2009,5,18,174
"2802","Saratoga County, NY","36091",2009,6,12,140
"2803","Saratoga County, NY","36091",2009,7,10,163
"2804","Saratoga County, NY","36091",2009,8,0,175
"2805","Saratoga County, NY","36091",2009,9,0,148
"2806","Saratoga County, NY","36091",2009,10,15,178
"2807","Saratoga County, NY","36091",2009,11,0,141
"2808","Saratoga County, NY","36091",2009,12,19,130
"2809","Saratoga County, NY","36091",2010,1,0,137
"2810","Saratoga County, NY","36091",2010,2,12,156
"2811","Saratoga County, NY","36091",2010,3,12,168
"2812","Saratoga County, NY","36091",2010,4,0,156
"2813","Saratoga County, NY","36091",2010,5,13,181
"2814","Saratoga County, NY","36091",2010,6,10,191
"2815","Saratoga County, NY","36091",2010,7,0,179
"2816","Saratoga County, NY","36091",2010,8,16,162
"2817","Saratoga County, NY","36091",2010,9,12,160
"2818","Saratoga County, NY","36091",2010,10,11,174
"2819","Saratoga County, NY","36091",2010,11,13,127
"2820","Saratoga County, NY","36091",2010,12,13,145
"2821","Saratoga County, NY","36091",2011,1,11,141
"2822","Saratoga County, NY","36091",2011,2,0,145
"2823","Saratoga County, NY","36091",2011,3,22,145
"2824","Saratoga County, NY","36091",2011,4,15,153
"2825","Saratoga County, NY","36091",2011,5,0,145
"2826","Saratoga County, NY","36091",2011,6,0,141
"2827","Saratoga County, NY","36091",2011,7,15,184
"2828","Saratoga County, NY","36091",2011,8,10,169
"2829","Saratoga County, NY","36091",2011,9,15,173
"2830","Saratoga County, NY","36091",2011,10,20,149
"2831","Saratoga County, NY","36091",2011,11,25,148
"2832","Saratoga County, NY","36091",2011,12,12,115
"2833","Saratoga County, NY","36091",2012,1,0,138
"2834","Saratoga County, NY","36091",2012,2,0,150
"2835","Saratoga County, NY","36091",2012,3,15,152
"2836","Saratoga County, NY","36091",2012,4,12,150
"2837","Saratoga County, NY","36091",2012,5,13,174
"2838","Saratoga County, NY","36091",2012,6,16,132
"2839","Saratoga County, NY","36091",2012,7,12,169
"2840","Saratoga County, NY","36091",2012,8,0,181
"2841","Saratoga County, NY","36091",2012,9,12,164
"2842","Saratoga County, NY","36091",2012,10,11,172
"2843","Saratoga County, NY","36091",2012,11,11,141
"2844","Saratoga County, NY","36091",2012,12,0,169
"2845","Saratoga County, NY","36091",2013,1,18,137
"2846","Saratoga County, NY","36091",2013,2,0,148
"2847","Saratoga County, NY","36091",2013,3,12,168
"2848","Saratoga County, NY","36091",2013,4,14,152
"2849","Saratoga County, NY","36091",2013,5,11,152
"2850","Saratoga County, NY","36091",2013,6,14,163
"2851","Saratoga County, NY","36091",2013,7,15,183
"2852","Saratoga County, NY","36091",2013,8,0,163
"2853","Saratoga County, NY","36091",2013,9,14,179
"2854","Saratoga County, NY","36091",2013,10,16,168
"2855","Saratoga County, NY","36091",2013,11,22,131
"2856","Saratoga County, NY","36091",2013,12,0,158
"2857","Saratoga County, NY","36091",2014,1,0,138
"2858","Saratoga County, NY","36091",2014,2,0,129
"2859","Saratoga County, NY","36091",2014,3,14,149
"2860","Saratoga County, NY","36091",2014,4,0,149
"2861","Saratoga County, NY","36091",2014,5,15,170
"2862","Saratoga County, NY","36091",2014,6,17,177
"2863","Saratoga County, NY","36091",2014,7,12,175
"2864","Saratoga County, NY","36091",2014,8,17,182
"2865","Saratoga County, NY","36091",2014,9,12,184
"2866","Saratoga County, NY","36091",2014,10,11,173
"2867","Saratoga County, NY","36091",2014,11,10,137
"2868","Saratoga County, NY","36091",2014,12,13,142
"2869","Saratoga County, NY","36091",2015,1,0,134
"2870","Saratoga County, NY","36091",2015,2,0,106
"2871","Saratoga County, NY","36091",2015,3,16,162
"2872","Saratoga County, NY","36091",2015,4,0,158
"2873","Saratoga County, NY","36091",2015,5,0,173
"2874","Saratoga County, NY","36091",2015,6,10,187
"2875","Saratoga County, NY","36091",2015,7,16,174
"2876","Saratoga County, NY","36091",2015,8,0,160
"2877","Saratoga County, NY","36091",2015,9,0,146
"2878","Saratoga County, NY","36091",2015,10,13,131
"2879","Saratoga County, NY","36091",2015,11,15,165
"2880","Saratoga County, NY","36091",2015,12,20,149
"2881","Saratoga County, NY","36091",2016,1,12,121
"2882","Saratoga County, NY","36091",2016,2,18,139
"2883","Saratoga County, NY","36091",2016,3,23,136
"2884","Saratoga County, NY","36091",2016,4,19,145
"2885","Saratoga County, NY","36091",2016,5,16,175
"2886","Saratoga County, NY","36091",2016,6,10,194
"2887","Saratoga County, NY","36091",2016,7,0,189
"2888","Saratoga County, NY","36091",2016,8,11,158
"2889","Saratoga County, NY","36091",2016,9,0,164
"2890","Saratoga County, NY","36091",2016,10,0,172
"2891","Saratoga County, NY","36091",2016,11,11,146
"2892","Saratoga County, NY","36091",2016,12,15,125
"2893","Saratoga County, NY","36091",2017,1,15,147
"2894","Saratoga County, NY","36091",2017,2,20,129
"2895","Saratoga County, NY","36091",2017,3,13,134
"2896","Saratoga County, NY","36091",2017,4,10,163
"2897","Saratoga County, NY","36091",2017,5,0,164
"2898","Saratoga County, NY","36091",2017,6,17,146
"2899","Saratoga County, NY","36091",2017,7,17,179
"2900","Saratoga County, NY","36091",2017,8,11,146
"2901","Saratoga County, NY","36091",2017,9,11,146
"2902","Saratoga County, NY","36091",2017,10,12,152
"2903","Saratoga County, NY","36091",2017,11,10,145
"2904","Saratoga County, NY","36091",2017,12,12,142
"2905","Schenectady County, NY","36093",2007,1,11,111
"2906","Schenectady County, NY","36093",2007,2,10,102
"2907","Schenectady County, NY","36093",2007,3,13,128
"2908","Schenectady County, NY","36093",2007,4,11,123
"2909","Schenectady County, NY","36093",2007,5,21,132
"2910","Schenectady County, NY","36093",2007,6,15,136
"2911","Schenectady County, NY","36093",2007,7,0,127
"2912","Schenectady County, NY","36093",2007,8,10,133
"2913","Schenectady County, NY","36093",2007,9,13,117
"2914","Schenectady County, NY","36093",2007,10,15,129
"2915","Schenectady County, NY","36093",2007,11,10,117
"2916","Schenectady County, NY","36093",2007,12,17,120
"2917","Schenectady County, NY","36093",2008,1,0,123
"2918","Schenectady County, NY","36093",2008,2,11,123
"2919","Schenectady County, NY","36093",2008,3,0,143
"2920","Schenectady County, NY","36093",2008,4,0,136
"2921","Schenectady County, NY","36093",2008,5,18,128
"2922","Schenectady County, NY","36093",2008,6,35,105
"2923","Schenectady County, NY","36093",2008,7,0,144
"2924","Schenectady County, NY","36093",2008,8,12,125
"2925","Schenectady County, NY","36093",2008,9,14,125
"2926","Schenectady County, NY","36093",2008,10,16,128
"2927","Schenectady County, NY","36093",2008,11,12,119
"2928","Schenectady County, NY","36093",2008,12,10,123
"2929","Schenectady County, NY","36093",2009,1,0,112
"2930","Schenectady County, NY","36093",2009,2,11,117
"2931","Schenectady County, NY","36093",2009,3,0,132
"2932","Schenectady County, NY","36093",2009,4,0,145
"2933","Schenectady County, NY","36093",2009,5,13,143
"2934","Schenectady County, NY","36093",2009,6,10,106
"2935","Schenectady County, NY","36093",2009,7,0,137
"2936","Schenectady County, NY","36093",2009,8,10,134
"2937","Schenectady County, NY","36093",2009,9,0,125
"2938","Schenectady County, NY","36093",2009,10,12,138
"2939","Schenectady County, NY","36093",2009,11,18,130
"2940","Schenectady County, NY","36093",2009,12,10,123
"2941","Schenectady County, NY","36093",2010,1,17,102
"2942","Schenectady County, NY","36093",2010,2,0,123
"2943","Schenectady County, NY","36093",2010,3,0,136
"2944","Schenectady County, NY","36093",2010,4,12,106
"2945","Schenectady County, NY","36093",2010,5,16,134
"2946","Schenectady County, NY","36093",2010,6,0,140
"2947","Schenectady County, NY","36093",2010,7,13,143
"2948","Schenectady County, NY","36093",2010,8,0,156
"2949","Schenectady County, NY","36093",2010,9,15,98
"2950","Schenectady County, NY","36093",2010,10,0,136
"2951","Schenectady County, NY","36093",2010,11,0,122
"2952","Schenectady County, NY","36093",2010,12,21,126
"2953","Schenectady County, NY","36093",2011,1,0,101
"2954","Schenectady County, NY","36093",2011,2,16,123
"2955","Schenectady County, NY","36093",2011,3,0,125
"2956","Schenectady County, NY","36093",2011,4,17,80
"2957","Schenectady County, NY","36093",2011,5,0,137
"2958","Schenectady County, NY","36093",2011,6,16,146
"2959","Schenectady County, NY","36093",2011,7,10,144
"2960","Schenectady County, NY","36093",2011,8,0,162
"2961","Schenectady County, NY","36093",2011,9,0,126
"2962","Schenectady County, NY","36093",2011,10,0,118
"2963","Schenectady County, NY","36093",2011,11,0,104
"2964","Schenectady County, NY","36093",2011,12,0,130
"2965","Schenectady County, NY","36093",2012,1,14,117
"2966","Schenectady County, NY","36093",2012,2,10,122
"2967","Schenectady County, NY","36093",2012,3,0,124
"2968","Schenectady County, NY","36093",2012,4,0,132
"2969","Schenectady County, NY","36093",2012,5,10,151
"2970","Schenectady County, NY","36093",2012,6,14,151
"2971","Schenectady County, NY","36093",2012,7,15,126
"2972","Schenectady County, NY","36093",2012,8,15,150
"2973","Schenectady County, NY","36093",2012,9,11,142
"2974","Schenectady County, NY","36093",2012,10,0,134
"2975","Schenectady County, NY","36093",2012,11,0,159
"2976","Schenectady County, NY","36093",2012,12,0,131
"2977","Schenectady County, NY","36093",2013,1,0,111
"2978","Schenectady County, NY","36093",2013,2,0,121
"2979","Schenectady County, NY","36093",2013,3,10,107
"2980","Schenectady County, NY","36093",2013,4,0,116
"2981","Schenectady County, NY","36093",2013,5,10,127
"2982","Schenectady County, NY","36093",2013,6,13,143
"2983","Schenectady County, NY","36093",2013,7,0,131
"2984","Schenectady County, NY","36093",2013,8,0,116
"2985","Schenectady County, NY","36093",2013,9,0,114
"2986","Schenectady County, NY","36093",2013,10,0,125
"2987","Schenectady County, NY","36093",2013,11,10,105
"2988","Schenectady County, NY","36093",2013,12,0,135
"2989","Schenectady County, NY","36093",2014,1,12,126
"2990","Schenectady County, NY","36093",2014,2,0,116
"2991","Schenectady County, NY","36093",2014,3,15,136
"2992","Schenectady County, NY","36093",2014,4,12,114
"2993","Schenectady County, NY","36093",2014,5,0,133
"2994","Schenectady County, NY","36093",2014,6,11,149
"2995","Schenectady County, NY","36093",2014,7,14,139
"2996","Schenectady County, NY","36093",2014,8,12,115
"2997","Schenectady County, NY","36093",2014,9,11,136
"2998","Schenectady County, NY","36093",2014,10,0,148
"2999","Schenectady County, NY","36093",2014,11,0,121
"3000","Schenectady County, NY","36093",2014,12,0,123
"3001","Schenectady County, NY","36093",2015,1,11,113
"3002","Schenectady County, NY","36093",2015,2,11,100
"3003","Schenectady County, NY","36093",2015,3,0,134
"3004","Schenectady County, NY","36093",2015,4,24,130
"3005","Schenectady County, NY","36093",2015,5,0,135
"3006","Schenectady County, NY","36093",2015,6,14,121
"3007","Schenectady County, NY","36093",2015,7,0,124
"3008","Schenectady County, NY","36093",2015,8,10,138
"3009","Schenectady County, NY","36093",2015,9,12,132
"3010","Schenectady County, NY","36093",2015,10,0,130
"3011","Schenectady County, NY","36093",2015,11,0,114
"3012","Schenectady County, NY","36093",2015,12,12,117
"3013","Schenectady County, NY","36093",2016,1,11,110
"3014","Schenectady County, NY","36093",2016,2,12,121
"3015","Schenectady County, NY","36093",2016,3,11,113
"3016","Schenectady County, NY","36093",2016,4,0,113
"3017","Schenectady County, NY","36093",2016,5,15,111
"3018","Schenectady County, NY","36093",2016,6,11,125
"3019","Schenectady County, NY","36093",2016,7,12,130
"3020","Schenectady County, NY","36093",2016,8,12,134
"3021","Schenectady County, NY","36093",2016,9,12,137
"3022","Schenectady County, NY","36093",2016,10,17,104
"3023","Schenectady County, NY","36093",2016,11,12,128
"3024","Schenectady County, NY","36093",2016,12,13,111
"3025","Schenectady County, NY","36093",2017,1,0,105
"3026","Schenectady County, NY","36093",2017,2,10,104
"3027","Schenectady County, NY","36093",2017,3,11,125
"3028","Schenectady County, NY","36093",2017,4,10,131
"3029","Schenectady County, NY","36093",2017,5,12,113
"3030","Schenectady County, NY","36093",2017,6,14,138
"3031","Schenectady County, NY","36093",2017,7,21,134
"3032","Schenectady County, NY","36093",2017,8,13,139
"3033","Schenectady County, NY","36093",2017,9,11,145
"3034","Schenectady County, NY","36093",2017,10,17,126
"3035","Schenectady County, NY","36093",2017,11,14,126
"3036","Schenectady County, NY","36093",2017,12,0,110
"3037","St. Lawrence County, NY","36089",2007,1,0,73
"3038","St. Lawrence County, NY","36089",2007,2,0,51
"3039","St. Lawrence County, NY","36089",2007,3,0,83
"3040","St. Lawrence County, NY","36089",2007,4,0,82
"3041","St. Lawrence County, NY","36089",2007,5,0,105
"3042","St. Lawrence County, NY","36089",2007,6,0,83
"3043","St. Lawrence County, NY","36089",2007,7,11,89
"3044","St. Lawrence County, NY","36089",2007,8,13,92
"3045","St. Lawrence County, NY","36089",2007,9,0,75
"3046","St. Lawrence County, NY","36089",2007,10,11,88
"3047","St. Lawrence County, NY","36089",2007,11,0,72
"3048","St. Lawrence County, NY","36089",2007,12,13,59
"3049","St. Lawrence County, NY","36089",2008,1,0,63
"3050","St. Lawrence County, NY","36089",2008,2,11,68
"3051","St. Lawrence County, NY","36089",2008,3,13,66
"3052","St. Lawrence County, NY","36089",2008,4,0,83
"3053","St. Lawrence County, NY","36089",2008,5,11,86
"3054","St. Lawrence County, NY","36089",2008,6,0,83
"3055","St. Lawrence County, NY","36089",2008,7,12,89
"3056","St. Lawrence County, NY","36089",2008,8,15,84
"3057","St. Lawrence County, NY","36089",2008,9,11,75
"3058","St. Lawrence County, NY","36089",2008,10,0,72
"3059","St. Lawrence County, NY","36089",2008,11,0,52
"3060","St. Lawrence County, NY","36089",2008,12,0,60
"3061","St. Lawrence County, NY","36089",2009,1,0,57
"3062","St. Lawrence County, NY","36089",2009,2,0,70
"3063","St. Lawrence County, NY","36089",2009,3,0,72
"3064","St. Lawrence County, NY","36089",2009,4,11,81
"3065","St. Lawrence County, NY","36089",2009,5,10,70
"3066","St. Lawrence County, NY","36089",2009,6,0,83
"3067","St. Lawrence County, NY","36089",2009,7,0,74
"3068","St. Lawrence County, NY","36089",2009,8,0,84
"3069","St. Lawrence County, NY","36089",2009,9,10,93
"3070","St. Lawrence County, NY","36089",2009,10,0,71
"3071","St. Lawrence County, NY","36089",2009,11,0,75
"3072","St. Lawrence County, NY","36089",2009,12,0,65
"3073","St. Lawrence County, NY","36089",2010,1,0,69
"3074","St. Lawrence County, NY","36089",2010,2,0,91
"3075","St. Lawrence County, NY","36089",2010,3,0,60
"3076","St. Lawrence County, NY","36089",2010,4,0,70
"3077","St. Lawrence County, NY","36089",2010,5,0,66
"3078","St. Lawrence County, NY","36089",2010,6,0,81
"3079","St. Lawrence County, NY","36089",2010,7,11,77
"3080","St. Lawrence County, NY","36089",2010,8,0,74
"3081","St. Lawrence County, NY","36089",2010,9,10,64
"3082","St. Lawrence County, NY","36089",2010,10,11,78
"3083","St. Lawrence County, NY","36089",2010,11,0,71
"3084","St. Lawrence County, NY","36089",2010,12,0,75
"3085","St. Lawrence County, NY","36089",2011,1,15,73
"3086","St. Lawrence County, NY","36089",2011,2,0,68
"3087","St. Lawrence County, NY","36089",2011,3,0,80
"3088","St. Lawrence County, NY","36089",2011,4,0,72
"3089","St. Lawrence County, NY","36089",2011,5,15,91
"3090","St. Lawrence County, NY","36089",2011,6,12,68
"3091","St. Lawrence County, NY","36089",2011,7,10,81
"3092","St. Lawrence County, NY","36089",2011,8,0,59
"3093","St. Lawrence County, NY","36089",2011,9,0,85
"3094","St. Lawrence County, NY","36089",2011,10,0,69
"3095","St. Lawrence County, NY","36089",2011,11,0,55
"3096","St. Lawrence County, NY","36089",2011,12,0,81
"3097","St. Lawrence County, NY","36089",2012,1,0,77
"3098","St. Lawrence County, NY","36089",2012,2,0,46
"3099","St. Lawrence County, NY","36089",2012,3,0,74
"3100","St. Lawrence County, NY","36089",2012,4,0,77
"3101","St. Lawrence County, NY","36089",2012,5,15,67
"3102","St. Lawrence County, NY","36089",2012,6,10,78
"3103","St. Lawrence County, NY","36089",2012,7,0,103
"3104","St. Lawrence County, NY","36089",2012,8,0,76
"3105","St. Lawrence County, NY","36089",2012,9,0,58
"3106","St. Lawrence County, NY","36089",2012,10,11,79
"3107","St. Lawrence County, NY","36089",2012,11,12,71
"3108","St. Lawrence County, NY","36089",2012,12,0,80
"3109","St. Lawrence County, NY","36089",2013,1,0,58
"3110","St. Lawrence County, NY","36089",2013,2,0,68
"3111","St. Lawrence County, NY","36089",2013,3,11,70
"3112","St. Lawrence County, NY","36089",2013,4,0,51
"3113","St. Lawrence County, NY","36089",2013,5,0,87
"3114","St. Lawrence County, NY","36089",2013,6,10,73
"3115","St. Lawrence County, NY","36089",2013,7,0,102
"3116","St. Lawrence County, NY","36089",2013,8,0,65
"3117","St. Lawrence County, NY","36089",2013,9,0,81
"3118","St. Lawrence County, NY","36089",2013,10,0,93
"3119","St. Lawrence County, NY","36089",2013,11,0,38
"3120","St. Lawrence County, NY","36089",2013,12,10,83
"3121","St. Lawrence County, NY","36089",2014,1,0,76
"3122","St. Lawrence County, NY","36089",2014,2,0,57
"3123","St. Lawrence County, NY","36089",2014,3,0,77
"3124","St. Lawrence County, NY","36089",2014,4,0,63
"3125","St. Lawrence County, NY","36089",2014,5,10,75
"3126","St. Lawrence County, NY","36089",2014,6,0,84
"3127","St. Lawrence County, NY","36089",2014,7,0,66
"3128","St. Lawrence County, NY","36089",2014,8,10,67
"3129","St. Lawrence County, NY","36089",2014,9,0,73
"3130","St. Lawrence County, NY","36089",2014,10,0,73
"3131","St. Lawrence County, NY","36089",2014,11,0,63
"3132","St. Lawrence County, NY","36089",2014,12,0,69
"3133","St. Lawrence County, NY","36089",2015,1,0,60
"3134","St. Lawrence County, NY","36089",2015,2,0,79
"3135","St. Lawrence County, NY","36089",2015,3,0,59
"3136","St. Lawrence County, NY","36089",2015,4,0,86
"3137","St. Lawrence County, NY","36089",2015,5,0,68
"3138","St. Lawrence County, NY","36089",2015,6,0,86
"3139","St. Lawrence County, NY","36089",2015,7,0,84
"3140","St. Lawrence County, NY","36089",2015,8,0,72
"3141","St. Lawrence County, NY","36089",2015,9,10,55
"3142","St. Lawrence County, NY","36089",2015,10,0,92
"3143","St. Lawrence County, NY","36089",2015,11,0,61
"3144","St. Lawrence County, NY","36089",2015,12,0,72
"3145","St. Lawrence County, NY","36089",2016,1,0,62
"3146","St. Lawrence County, NY","36089",2016,2,10,54
"3147","St. Lawrence County, NY","36089",2016,3,0,74
"3148","St. Lawrence County, NY","36089",2016,4,0,51
"3149","St. Lawrence County, NY","36089",2016,5,12,58
"3150","St. Lawrence County, NY","36089",2016,6,0,63
"3151","St. Lawrence County, NY","36089",2016,7,0,89
"3152","St. Lawrence County, NY","36089",2016,8,0,89
"3153","St. Lawrence County, NY","36089",2016,9,0,85
"3154","St. Lawrence County, NY","36089",2016,10,0,74
"3155","St. Lawrence County, NY","36089",2016,11,10,47
"3156","St. Lawrence County, NY","36089",2016,12,0,62
"3157","St. Lawrence County, NY","36089",2017,1,0,56
"3158","St. Lawrence County, NY","36089",2017,2,0,52
"3159","St. Lawrence County, NY","36089",2017,3,0,52
"3160","St. Lawrence County, NY","36089",2017,4,0,36
"3161","St. Lawrence County, NY","36089",2017,5,0,44
"3162","St. Lawrence County, NY","36089",2017,6,0,96
"3163","St. Lawrence County, NY","36089",2017,7,11,70
"3164","St. Lawrence County, NY","36089",2017,8,0,81
"3165","St. Lawrence County, NY","36089",2017,9,0,64
"3166","St. Lawrence County, NY","36089",2017,10,0,42
"3167","St. Lawrence County, NY","36089",2017,11,0,53
"3168","St. Lawrence County, NY","36089",2017,12,0,52
"3169","Suffolk County, NY","36103",2007,1,308,1163
"3170","Suffolk County, NY","36103",2007,2,233,1104
"3171","Suffolk County, NY","36103",2007,3,318,1251
"3172","Suffolk County, NY","36103",2007,4,227,1228
"3173","Suffolk County, NY","36103",2007,5,268,1278
"3174","Suffolk County, NY","36103",2007,6,247,1297
"3175","Suffolk County, NY","36103",2007,7,230,1392
"3176","Suffolk County, NY","36103",2007,8,250,1397
"3177","Suffolk County, NY","36103",2007,9,284,1288
"3178","Suffolk County, NY","36103",2007,10,279,1280
"3179","Suffolk County, NY","36103",2007,11,260,1188
"3180","Suffolk County, NY","36103",2007,12,260,1085
"3181","Suffolk County, NY","36103",2008,1,219,1149
"3182","Suffolk County, NY","36103",2008,2,257,1135
"3183","Suffolk County, NY","36103",2008,3,229,1182
"3184","Suffolk County, NY","36103",2008,4,283,1279
"3185","Suffolk County, NY","36103",2008,5,265,1335
"3186","Suffolk County, NY","36103",2008,6,234,1250
"3187","Suffolk County, NY","36103",2008,7,289,1353
"3188","Suffolk County, NY","36103",2008,8,291,1264
"3189","Suffolk County, NY","36103",2008,9,224,1253
"3190","Suffolk County, NY","36103",2008,10,251,1229
"3191","Suffolk County, NY","36103",2008,11,201,1062
"3192","Suffolk County, NY","36103",2008,12,245,1094
"3193","Suffolk County, NY","36103",2009,1,234,1131
"3194","Suffolk County, NY","36103",2009,2,187,1071
"3195","Suffolk County, NY","36103",2009,3,253,1170
"3196","Suffolk County, NY","36103",2009,4,236,1120
"3197","Suffolk County, NY","36103",2009,5,273,1161
"3198","Suffolk County, NY","36103",2009,6,251,1288
"3199","Suffolk County, NY","36103",2009,7,267,1307
"3200","Suffolk County, NY","36103",2009,8,250,1213
"3201","Suffolk County, NY","36103",2009,9,191,1216
"3202","Suffolk County, NY","36103",2009,10,217,1152
"3203","Suffolk County, NY","36103",2009,11,195,1052
"3204","Suffolk County, NY","36103",2009,12,227,1133
"3205","Suffolk County, NY","36103",2010,1,196,1105
"3206","Suffolk County, NY","36103",2010,2,178,1036
"3207","Suffolk County, NY","36103",2010,3,230,1145
"3208","Suffolk County, NY","36103",2010,4,226,1200
"3209","Suffolk County, NY","36103",2010,5,218,1188
"3210","Suffolk County, NY","36103",2010,6,225,1208
"3211","Suffolk County, NY","36103",2010,7,229,1233
"3212","Suffolk County, NY","36103",2010,8,222,1197
"3213","Suffolk County, NY","36103",2010,9,229,1172
"3214","Suffolk County, NY","36103",2010,10,215,1150
"3215","Suffolk County, NY","36103",2010,11,194,1112
"3216","Suffolk County, NY","36103",2010,12,236,1052
"3217","Suffolk County, NY","36103",2011,1,219,1043
"3218","Suffolk County, NY","36103",2011,2,195,902
"3219","Suffolk County, NY","36103",2011,3,244,1082
"3220","Suffolk County, NY","36103",2011,4,191,1006
"3221","Suffolk County, NY","36103",2011,5,234,1138
"3222","Suffolk County, NY","36103",2011,6,216,1204
"3223","Suffolk County, NY","36103",2011,7,230,1151
"3224","Suffolk County, NY","36103",2011,8,219,1231
"3225","Suffolk County, NY","36103",2011,9,194,1178
"3226","Suffolk County, NY","36103",2011,10,209,1033
"3227","Suffolk County, NY","36103",2011,11,204,1042
"3228","Suffolk County, NY","36103",2011,12,208,1048
"3229","Suffolk County, NY","36103",2012,1,217,1009
"3230","Suffolk County, NY","36103",2012,2,187,974
"3231","Suffolk County, NY","36103",2012,3,210,1080
"3232","Suffolk County, NY","36103",2012,4,197,1116
"3233","Suffolk County, NY","36103",2012,5,227,1106
"3234","Suffolk County, NY","36103",2012,6,240,1070
"3235","Suffolk County, NY","36103",2012,7,215,1150
"3236","Suffolk County, NY","36103",2012,8,212,1197
"3237","Suffolk County, NY","36103",2012,9,200,1067
"3238","Suffolk County, NY","36103",2012,10,191,1058
"3239","Suffolk County, NY","36103",2012,11,187,1017
"3240","Suffolk County, NY","36103",2012,12,200,1019
"3241","Suffolk County, NY","36103",2013,1,216,957
"3242","Suffolk County, NY","36103",2013,2,152,951
"3243","Suffolk County, NY","36103",2013,3,236,1042
"3244","Suffolk County, NY","36103",2013,4,223,1074
"3245","Suffolk County, NY","36103",2013,5,220,1091
"3246","Suffolk County, NY","36103",2013,6,217,1070
"3247","Suffolk County, NY","36103",2013,7,208,1182
"3248","Suffolk County, NY","36103",2013,8,194,1132
"3249","Suffolk County, NY","36103",2013,9,208,1063
"3250","Suffolk County, NY","36103",2013,10,178,1107
"3251","Suffolk County, NY","36103",2013,11,196,1032
"3252","Suffolk County, NY","36103",2013,12,214,1033
"3253","Suffolk County, NY","36103",2014,1,194,996
"3254","Suffolk County, NY","36103",2014,2,152,926
"3255","Suffolk County, NY","36103",2014,3,194,1000
"3256","Suffolk County, NY","36103",2014,4,184,1031
"3257","Suffolk County, NY","36103",2014,5,190,1116
"3258","Suffolk County, NY","36103",2014,6,213,1162
"3259","Suffolk County, NY","36103",2014,7,213,1196
"3260","Suffolk County, NY","36103",2014,8,223,1133
"3261","Suffolk County, NY","36103",2014,9,226,1184
"3262","Suffolk County, NY","36103",2014,10,198,1115
"3263","Suffolk County, NY","36103",2014,11,196,953
"3264","Suffolk County, NY","36103",2014,12,208,1006
"3265","Suffolk County, NY","36103",2015,1,204,982
"3266","Suffolk County, NY","36103",2015,2,200,920
