"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	Births	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"33 weeks"	"33"	10	2157.50	27.40	34.30	33.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"34 weeks"	"34"	14	2155.36	30.71	34.57	34.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"35 weeks"	"35"	20	2398.60	28.90	35.10	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"36 weeks"	"36"	27	2700.15	28.81	35.93	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"37 weeks"	"37"	69	3083.07	29.48	37.07	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"38 weeks"	"38"	149	3245.36	28.32	38.40	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"39 weeks"	"39"	303	3445.98	28.75	39.02	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"40 weeks"	"40"	191	3497.06	27.21	39.88	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"March"	"3"	"41 weeks"	"41"	39	3569.87	26.87	40.54	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"34 weeks"	"34"	20	2041.70	27.05	33.85	34.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"35 weeks"	"35"	12	2312.92	30.83	35.17	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"36 weeks"	"36"	31	2859.32	28.55	36.77	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"37 weeks"	"37"	57	2887.74	27.75	37.32	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"38 weeks"	"38"	125	3167.39	28.42	38.20	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"39 weeks"	"39"	273	3447.29	28.27	39.19	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"40 weeks"	"40"	185	3496.47	27.52	40.16	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"April"	"4"	"41 weeks"	"41"	57	3573.75	27.46	40.88	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"33 weeks"	"33"	11	2034.45	28.00	32.45	33.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"35 weeks"	"35"	16	2487.06	29.50	34.81	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"36 weeks"	"36"	32	2664.59	29.41	36.19	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"37 weeks"	"37"	67	3059.30	26.85	37.52	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"38 weeks"	"38"	135	3188.90	27.94	38.32	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"39 weeks"	"39"	314	3459.40	29.15	39.12	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"40 weeks"	"40"	199	3552.86	26.98	40.04	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"May"	"5"	"41 weeks"	"41"	45	3693.33	26.38	40.80	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"35 weeks"	"35"	19	2392.53	29.47	35.05	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"36 weeks"	"36"	31	2701.90	27.65	36.26	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"37 weeks"	"37"	53	2946.75	28.42	37.55	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"38 weeks"	"38"	124	3236.47	28.98	38.39	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"39 weeks"	"39"	307	3436.46	28.86	39.03	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"40 weeks"	"40"	223	3521.19	27.35	39.96	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"June"	"6"	"41 weeks"	"41"	53	3464.28	26.57	40.53	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"34 weeks"	"34"	15	2373.20	26.93	35.27	34.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"35 weeks"	"35"	11	2703.73	27.82	35.64	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"36 weeks"	"36"	30	2792.23	28.70	36.57	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"37 weeks"	"37"	60	3039.17	29.43	37.43	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"38 weeks"	"38"	123	3175.65	28.52	38.21	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"39 weeks"	"39"	333	3402.65	29.05	39.01	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"40 weeks"	"40"	208	3507.52	27.14	39.88	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"July"	"7"	"41 weeks"	"41"	52	3773.87	27.23	40.50	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"34 weeks"	"34"	13	2063.62	28.46	34.54	34.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"35 weeks"	"35"	20	2568.90	26.85	35.45	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"36 weeks"	"36"	28	2789.68	28.57	36.43	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"37 weeks"	"37"	61	3030.79	29.66	37.03	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"38 weeks"	"38"	138	3256.14	28.99	38.05	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"39 weeks"	"39"	358	3430.03	28.72	39.13	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"40 weeks"	"40"	229	3553.58	27.69	40.07	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"August"	"8"	"41 weeks"	"41"	64	3553.53	26.34	40.69	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"34 weeks"	"34"	16	2100.44	30.75	34.81	34.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"35 weeks"	"35"	19	2535.79	32.68	34.63	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"36 weeks"	"36"	29	2766.28	27.24	36.28	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"37 weeks"	"37"	64	3013.83	28.31	37.23	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"38 weeks"	"38"	137	3246.15	28.48	38.24	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"39 weeks"	"39"	306	3464.66	28.99	39.07	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"40 weeks"	"40"	205	3563.31	27.69	40.02	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"September"	"9"	"41 weeks"	"41"	63	3577.73	26.44	40.81	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"35 weeks"	"35"	11	2761.27	30.45	36.00	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"36 weeks"	"36"	26	2719.58	28.65	36.23	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"37 weeks"	"37"	61	2939.95	27.62	37.59	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"38 weeks"	"38"	127	3227.09	28.33	38.22	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"39 weeks"	"39"	330	3416.51	28.77	39.12	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"40 weeks"	"40"	211	3492.40	27.56	40.15	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"October"	"10"	"41 weeks"	"41"	58	3589.00	27.91	40.86	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"35 weeks"	"35"	16	2605.00	29.94	36.25	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"36 weeks"	"36"	31	2744.13	28.23	36.45	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"37 weeks"	"37"	51	2994.33	27.92	37.29	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"38 weeks"	"38"	114	3204.59	27.78	38.18	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"39 weeks"	"39"	305	3415.48	28.79	39.08	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"40 weeks"	"40"	193	3474.58	27.06	40.15	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"November"	"11"	"41 weeks"	"41"	41	3495.51	27.80	40.59	41.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"33 weeks"	"33"	11	2103.27	29.91	34.18	33.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"35 weeks"	"35"	17	2481.53	27.71	35.24	35.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"36 weeks"	"36"	16	2708.12	28.75	35.31	36.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"37 weeks"	"37"	57	2967.63	29.26	37.37	37.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"38 weeks"	"38"	151	3191.39	28.70	38.09	38.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"39 weeks"	"39"	294	3407.16	28.60	39.12	39.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"40 weeks"	"40"	204	3520.50	27.45	39.87	40.00
	"Erie County, NY"	"36029"	"2012"	"2012"	"December"	"12"	"41 weeks"	"41"	35	3685.63	28.57	40.89	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"34 weeks"	"34"	10	2463.80	27.50	33.10	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"35 weeks"	"35"	22	2603.55	27.82	35.77	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"36 weeks"	"36"	17	2687.76	29.53	36.71	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"37 weeks"	"37"	60	3087.38	28.53	37.32	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"38 weeks"	"38"	128	3181.38	28.52	38.18	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"39 weeks"	"39"	283	3419.51	29.25	38.81	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"40 weeks"	"40"	219	3505.14	27.36	39.98	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"January"	"1"	"41 weeks"	"41"	54	3593.98	26.76	40.61	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"34 weeks"	"34"	12	2316.50	28.00	33.58	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"35 weeks"	"35"	13	2405.08	29.69	34.15	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"36 weeks"	"36"	27	2811.48	28.33	36.48	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"37 weeks"	"37"	54	3006.02	27.74	37.15	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"38 weeks"	"38"	114	3225.95	28.42	38.22	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"39 weeks"	"39"	260	3458.25	28.88	38.97	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"40 weeks"	"40"	190	3567.86	27.86	39.97	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"February"	"2"	"41 weeks"	"41"	49	3666.27	26.92	40.41	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"33 weeks"	"33"	14	2101.29	29.00	32.21	33.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"34 weeks"	"34"	17	2313.65	26.18	33.53	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"35 weeks"	"35"	12	2315.75	28.42	36.17	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"36 weeks"	"36"	21	2896.33	27.62	36.33	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"37 weeks"	"37"	53	3035.83	28.70	37.34	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"38 weeks"	"38"	136	3166.40	28.62	38.24	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"39 weeks"	"39"	286	3441.42	29.88	38.95	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"40 weeks"	"40"	197	3568.90	27.43	39.89	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"March"	"3"	"41 weeks"	"41"	51	3710.49	25.90	40.78	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"35 weeks"	"35"	12	2460.67	28.92	35.17	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"36 weeks"	"36"	26	2719.38	26.65	36.65	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"37 weeks"	"37"	50	3018.86	28.90	37.44	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"38 weeks"	"38"	118	3268.90	28.76	38.36	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"39 weeks"	"39"	261	3419.11	28.97	38.98	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"40 weeks"	"40"	230	3529.84	27.81	40.11	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"April"	"4"	"41 weeks"	"41"	41	3602.41	25.80	40.68	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"35 weeks"	"35"	20	2472.10	29.20	35.35	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"36 weeks"	"36"	18	2817.78	29.11	36.28	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"37 weeks"	"37"	58	2865.86	27.19	37.26	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"38 weeks"	"38"	113	3192.16	27.58	38.02	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"39 weeks"	"39"	305	3419.26	28.75	39.03	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"40 weeks"	"40"	228	3485.43	28.30	40.02	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"May"	"5"	"41 weeks"	"41"	55	3605.04	26.36	40.29	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"33 weeks"	"33"	10	2154.90	32.80	33.30	33.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"34 weeks"	"34"	11	2381.82	30.18	34.27	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"35 weeks"	"35"	13	2393.38	27.00	34.85	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"36 weeks"	"36"	33	2842.30	26.76	35.85	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"37 weeks"	"37"	57	3013.81	28.81	37.30	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"38 weeks"	"38"	117	3177.30	28.29	38.17	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"39 weeks"	"39"	322	3466.75	28.65	38.96	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"40 weeks"	"40"	197	3483.26	27.50	39.93	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"June"	"6"	"41 weeks"	"41"	66	3661.12	27.48	40.70	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"34 weeks"	"34"	10	2258.60	27.30	34.00	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"35 weeks"	"35"	28	2567.36	29.93	35.21	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"36 weeks"	"36"	27	2818.30	29.33	36.11	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"37 weeks"	"37"	57	2919.80	28.42	37.49	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"38 weeks"	"38"	145	3199.97	28.44	38.30	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"39 weeks"	"39"	350	3407.59	28.71	39.07	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"40 weeks"	"40"	237	3558.00	28.31	39.74	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"July"	"7"	"41 weeks"	"41"	67	3632.81	28.64	40.78	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"30 weeks"	"30"	10	1514.80	32.30	31.10	30.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"35 weeks"	"35"	19	2523.16	28.32	35.68	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"36 weeks"	"36"	25	2851.16	30.28	36.24	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"37 weeks"	"37"	72	2985.31	27.82	37.22	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"38 weeks"	"38"	162	3218.54	28.17	38.31	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"39 weeks"	"39"	316	3415.13	29.45	39.01	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"40 weeks"	"40"	207	3532.44	27.51	39.92	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"August"	"8"	"41 weeks"	"41"	69	3631.26	27.32	40.26	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"35 weeks"	"35"	22	2523.23	29.86	35.55	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"36 weeks"	"36"	29	2925.07	27.90	36.45	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"37 weeks"	"37"	60	3081.97	30.00	37.23	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"38 weeks"	"38"	119	3173.59	27.86	38.18	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"39 weeks"	"39"	328	3444.63	29.46	39.16	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"40 weeks"	"40"	203	3565.49	27.68	40.01	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"September"	"9"	"41 weeks"	"41"	60	3654.37	27.32	40.90	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"34 weeks"	"34"	16	2338.06	29.75	34.75	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"36 weeks"	"36"	33	2747.39	30.55	36.00	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"37 weeks"	"37"	58	3113.53	27.07	37.26	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"38 weeks"	"38"	115	3188.62	27.92	38.19	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"39 weeks"	"39"	284	3407.50	28.91	38.98	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"40 weeks"	"40"	186	3552.59	28.05	39.85	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"October"	"10"	"41 weeks"	"41"	40	3651.68	28.07	40.42	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"35 weeks"	"35"	19	2541.53	33.42	36.05	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"36 weeks"	"36"	34	2676.91	29.88	36.91	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"37 weeks"	"37"	53	2960.64	28.74	37.19	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"38 weeks"	"38"	128	3260.41	28.52	38.26	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"39 weeks"	"39"	284	3382.70	29.11	39.11	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"40 weeks"	"40"	188	3537.29	26.96	39.96	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"November"	"11"	"41 weeks"	"41"	50	3711.67	28.58	40.90	41.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"34 weeks"	"34"	11	2380.18	26.91	33.36	34.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"35 weeks"	"35"	13	2794.85	29.15	34.92	35.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"36 weeks"	"36"	27	2824.93	28.85	35.67	36.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"37 weeks"	"37"	47	2857.89	29.77	37.51	37.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"38 weeks"	"38"	134	3184.75	28.49	38.07	38.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"39 weeks"	"39"	313	3396.09	28.31	38.99	39.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"40 weeks"	"40"	186	3536.37	28.17	40.00	40.00
	"Erie County, NY"	"36029"	"2013"	"2013"	"December"	"12"	"41 weeks"	"41"	36	3565.36	27.14	40.97	41.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"35 weeks"	"35"	13	2406.54	30.62	35.85	35.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"36 weeks"	"36"	34	2585.26	28.91	36.41	36.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"37 weeks"	"37"	61	3017.95	29.07	37.82	37.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"38 weeks"	"38"	119	3225.57	28.61	38.33	38.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"39 weeks"	"39"	251	3387.96	28.30	39.08	39.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"40 weeks"	"40"	184	3547.28	28.42	39.98	40.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"January"	"1"	"41 weeks"	"41"	47	3529.91	27.43	40.91	41.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"33 weeks"	"33"	12	2115.58	28.50	33.25	33.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"35 weeks"	"35"	17	2476.53	28.18	35.88	35.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"36 weeks"	"36"	16	2659.88	28.69	36.56	36.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"37 weeks"	"37"	65	2928.18	31.06	37.28	37.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"38 weeks"	"38"	110	3172.17	28.58	38.51	38.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"39 weeks"	"39"	251	3437.91	29.18	39.05	39.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"40 weeks"	"40"	178	3473.29	28.24	39.96	40.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"February"	"2"	"41 weeks"	"41"	50	3643.16	28.24	41.26	41.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"34 weeks"	"34"	12	2407.50	26.17	34.33	34.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"35 weeks"	"35"	13	2520.08	25.77	34.92	35.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"36 weeks"	"36"	26	2814.54	30.46	35.77	36.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"37 weeks"	"37"	51	2950.59	28.88	37.96	37.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"38 weeks"	"38"	134	3249.25	28.68	38.28	38.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"39 weeks"	"39"	303	3397.59	29.17	39.07	39.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"40 weeks"	"40"	202	3577.46	27.84	39.85	40.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"March"	"3"	"41 weeks"	"41"	65	3637.03	27.23	40.58	41.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"35 weeks"	"35"	16	2603.31	30.19	36.06	35.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"36 weeks"	"36"	25	2585.16	28.56	36.04	36.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"37 weeks"	"37"	50	3019.70	28.60	37.48	37.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"38 weeks"	"38"	123	3236.89	29.65	38.20	38.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"39 weeks"	"39"	278	3443.41	29.26	39.07	39.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"40 weeks"	"40"	196	3503.26	28.28	39.99	40.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"April"	"4"	"41 weeks"	"41"	53	3648.74	28.45	41.08	41.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"33 weeks"	"33"	10	1982.70	32.30	31.90	33.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"34 weeks"	"34"	13	2358.77	27.92	34.15	34.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"35 weeks"	"35"	16	2418.56	28.06	35.06	35.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"36 weeks"	"36"	36	2836.58	28.83	36.33	36.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"37 weeks"	"37"	82	3073.64	28.99	37.00	37.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"38 weeks"	"38"	141	3266.52	28.21	38.23	38.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"39 weeks"	"39"	342	3460.02	29.14	39.09	39.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"40 weeks"	"40"	200	3621.77	28.55	39.93	40.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"May"	"5"	"41 weeks"	"41"	63	3613.44	28.38	40.87	41.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"June"	"6"	"34 weeks"	"34"	14	2232.57	27.86	33.64	34.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"June"	"6"	"35 weeks"	"35"	11	2644.00	31.27	36.09	35.00
	"Erie County, NY"	"36029"	"2014"	"2014"	"June"	"6"	"36 weeks"	"36"	27	2866.33	27.22	36.00	36.00
