"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	Births	Average Birth Weight
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"37 weeks"	"37"	20	2978.10
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"38 weeks"	"38"	40	3344.47
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"39 weeks"	"39"	74	3418.73
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"40 weeks"	"40"	53	3470.11
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"April"	"4"	"41 weeks"	"41"	18	3792.89
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"36 weeks"	"36"	10	2673.40
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"37 weeks"	"37"	16	3279.94
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"38 weeks"	"38"	41	3359.05
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"39 weeks"	"39"	70	3416.51
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"40 weeks"	"40"	79	3488.80
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"May"	"5"	"41 weeks"	"41"	30	3760.90
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"37 weeks"	"37"	13	2991.85
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"38 weeks"	"38"	41	3263.07
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"39 weeks"	"39"	70	3501.77
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"40 weeks"	"40"	74	3506.70
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"June"	"6"	"41 weeks"	"41"	37	3717.76
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"36 weeks"	"36"	11	2592.82
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"37 weeks"	"37"	19	2993.53
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"38 weeks"	"38"	35	3213.54
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"39 weeks"	"39"	71	3548.87
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"40 weeks"	"40"	77	3470.32
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"July"	"7"	"41 weeks"	"41"	30	3612.20
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"37 weeks"	"37"	13	3162.15
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"38 weeks"	"38"	57	3253.26
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"39 weeks"	"39"	66	3372.55
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"40 weeks"	"40"	78	3582.58
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"August"	"8"	"41 weeks"	"41"	27	3461.48
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"37 weeks"	"37"	17	2962.35
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"38 weeks"	"38"	32	3334.38
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"39 weeks"	"39"	97	3415.66
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"40 weeks"	"40"	80	3531.93
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"September"	"9"	"41 weeks"	"41"	36	3656.64
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"37 weeks"	"37"	15	2922.93
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"38 weeks"	"38"	61	3260.44
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"39 weeks"	"39"	57	3576.44
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"40 weeks"	"40"	79	3470.59
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"October"	"10"	"41 weeks"	"41"	26	3593.12
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"37 weeks"	"37"	10	2866.00
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"38 weeks"	"38"	42	3274.29
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"39 weeks"	"39"	64	3453.33
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"40 weeks"	"40"	97	3533.98
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"November"	"11"	"41 weeks"	"41"	24	3598.54
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"37 weeks"	"37"	12	3005.08
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"38 weeks"	"38"	27	3259.38
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"39 weeks"	"39"	65	3515.29
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"40 weeks"	"40"	69	3431.43
	"Dutchess County, NY"	"36027"	"2007"	"2007"	"December"	"12"	"41 weeks"	"41"	30	3712.53
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"36 weeks"	"36"	12	2813.08
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"37 weeks"	"37"	17	3201.71
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"38 weeks"	"38"	41	3274.93
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"39 weeks"	"39"	57	3406.95
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"40 weeks"	"40"	75	3532.36
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"January"	"1"	"41 weeks"	"41"	25	3532.08
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"37 weeks"	"37"	25	3037.48
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"38 weeks"	"38"	45	3187.93
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"39 weeks"	"39"	73	3465.44
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"40 weeks"	"40"	74	3569.15
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"February"	"2"	"41 weeks"	"41"	21	3520.81
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"36 weeks"	"36"	12	2847.42
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"37 weeks"	"37"	20	3099.20
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"38 weeks"	"38"	50	3256.60
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"39 weeks"	"39"	74	3469.20
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"40 weeks"	"40"	75	3588.01
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"March"	"3"	"41 weeks"	"41"	28	3567.50
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"37 weeks"	"37"	19	2997.68
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"38 weeks"	"38"	41	3204.90
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"39 weeks"	"39"	61	3476.49
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"40 weeks"	"40"	70	3500.26
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"April"	"4"	"41 weeks"	"41"	21	3723.67
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"36 weeks"	"36"	14	2552.36
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"37 weeks"	"37"	21	2930.00
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"38 weeks"	"38"	36	3289.50
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"39 weeks"	"39"	73	3493.77
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"40 weeks"	"40"	71	3546.08
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"May"	"5"	"41 weeks"	"41"	30	3689.03
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"June"	"6"	"36 weeks"	"36"	14	2806.86
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"June"	"6"	"37 weeks"	"37"	15	2866.27
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"June"	"6"	"38 weeks"	"38"	40	3369.72
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"June"	"6"	"39 weeks"	"39"	75	3399.91
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"June"	"6"	"40 weeks"	"40"	54	3624.52
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"June"	"6"	"41 weeks"	"41"	16	3709.19
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"July"	"7"	"37 weeks"	"37"	23	3025.43
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"July"	"7"	"38 weeks"	"38"	36	3248.17
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"July"	"7"	"39 weeks"	"39"	83	3510.45
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"July"	"7"	"40 weeks"	"40"	61	3581.05
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"July"	"7"	"41 weeks"	"41"	25	3807.04
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"August"	"8"	"37 weeks"	"37"	20	2901.70
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"August"	"8"	"38 weeks"	"38"	39	3299.90
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"August"	"8"	"39 weeks"	"39"	85	3406.58
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"August"	"8"	"40 weeks"	"40"	60	3570.62
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"August"	"8"	"41 weeks"	"41"	34	3731.68
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"September"	"9"	"36 weeks"	"36"	10	3076.10
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"September"	"9"	"37 weeks"	"37"	19	2979.89
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"September"	"9"	"38 weeks"	"38"	45	3339.33
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"September"	"9"	"39 weeks"	"39"	68	3487.47
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"September"	"9"	"40 weeks"	"40"	68	3618.40
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"September"	"9"	"41 weeks"	"41"	30	3670.03
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"October"	"10"	"36 weeks"	"36"	17	2624.41
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"October"	"10"	"37 weeks"	"37"	14	3199.93
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"October"	"10"	"38 weeks"	"38"	40	3318.53
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"October"	"10"	"39 weeks"	"39"	68	3452.29
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"October"	"10"	"40 weeks"	"40"	55	3589.84
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"October"	"10"	"41 weeks"	"41"	18	3795.72
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"November"	"11"	"36 weeks"	"36"	14	2879.79
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"November"	"11"	"37 weeks"	"37"	10	3081.50
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"November"	"11"	"38 weeks"	"38"	44	3257.84
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"November"	"11"	"39 weeks"	"39"	72	3406.54
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"November"	"11"	"40 weeks"	"40"	52	3476.19
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"November"	"11"	"41 weeks"	"41"	16	3665.25
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"December"	"12"	"36 weeks"	"36"	15	3061.80
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"December"	"12"	"37 weeks"	"37"	16	2708.88
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"December"	"12"	"38 weeks"	"38"	38	3242.13
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"December"	"12"	"39 weeks"	"39"	80	3363.76
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"December"	"12"	"40 weeks"	"40"	52	3569.65
	"Dutchess County, NY"	"36027"	"2008"	"2008"	"December"	"12"	"41 weeks"	"41"	25	3617.08
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"January"	"1"	"36 weeks"	"36"	13	2586.92
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"January"	"1"	"37 weeks"	"37"	24	3152.83
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"January"	"1"	"38 weeks"	"38"	38	3239.79
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"January"	"1"	"39 weeks"	"39"	74	3333.77
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"January"	"1"	"40 weeks"	"40"	49	3480.20
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"January"	"1"	"41 weeks"	"41"	35	3633.91
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"February"	"2"	"37 weeks"	"37"	13	2815.38
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"February"	"2"	"38 weeks"	"38"	40	3246.78
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"February"	"2"	"39 weeks"	"39"	78	3527.45
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"February"	"2"	"40 weeks"	"40"	49	3564.84
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"February"	"2"	"41 weeks"	"41"	23	3668.57
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"March"	"3"	"37 weeks"	"37"	11	3074.55
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"March"	"3"	"38 weeks"	"38"	44	3194.70
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"March"	"3"	"39 weeks"	"39"	89	3506.74
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"March"	"3"	"40 weeks"	"40"	59	3513.17
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"March"	"3"	"41 weeks"	"41"	35	3551.09
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"April"	"4"	"37 weeks"	"37"	17	3003.12
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"April"	"4"	"38 weeks"	"38"	26	3267.58
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"April"	"4"	"39 weeks"	"39"	85	3464.38
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"April"	"4"	"40 weeks"	"40"	51	3522.73
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"April"	"4"	"41 weeks"	"41"	26	3752.69
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"May"	"5"	"37 weeks"	"37"	17	3137.53
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"May"	"5"	"38 weeks"	"38"	34	3197.41
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"May"	"5"	"39 weeks"	"39"	95	3416.03
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"May"	"5"	"40 weeks"	"40"	56	3569.14
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"May"	"5"	"41 weeks"	"41"	24	3680.04
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"June"	"6"	"37 weeks"	"37"	20	3144.10
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"June"	"6"	"38 weeks"	"38"	46	3298.93
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"June"	"6"	"39 weeks"	"39"	87	3539.54
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"June"	"6"	"40 weeks"	"40"	72	3458.38
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"June"	"6"	"41 weeks"	"41"	31	3729.13
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"July"	"7"	"36 weeks"	"36"	12	2721.64
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"July"	"7"	"37 weeks"	"37"	21	3017.19
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"July"	"7"	"38 weeks"	"38"	42	3180.57
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"July"	"7"	"39 weeks"	"39"	87	3440.17
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"July"	"7"	"40 weeks"	"40"	66	3593.15
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"July"	"7"	"41 weeks"	"41"	34	3749.06
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"August"	"8"	"37 weeks"	"37"	14	3074.29
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"August"	"8"	"38 weeks"	"38"	42	3209.36
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"August"	"8"	"39 weeks"	"39"	67	3389.27
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"August"	"8"	"40 weeks"	"40"	81	3638.22
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"August"	"8"	"41 weeks"	"41"	29	3658.72
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"September"	"9"	"36 weeks"	"36"	13	2756.15
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"September"	"9"	"37 weeks"	"37"	21	3055.10
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"September"	"9"	"38 weeks"	"38"	36	3352.94
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"September"	"9"	"39 weeks"	"39"	75	3375.84
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"September"	"9"	"40 weeks"	"40"	65	3525.77
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"September"	"9"	"41 weeks"	"41"	22	3511.18
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"October"	"10"	"37 weeks"	"37"	18	3070.00
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"October"	"10"	"38 weeks"	"38"	26	3352.42
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"October"	"10"	"39 weeks"	"39"	63	3552.59
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"October"	"10"	"40 weeks"	"40"	57	3698.93
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"October"	"10"	"41 weeks"	"41"	43	3671.77
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"November"	"11"	"36 weeks"	"36"	10	2764.60
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"November"	"11"	"37 weeks"	"37"	15	3092.67
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"November"	"11"	"38 weeks"	"38"	25	3570.92
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"November"	"11"	"39 weeks"	"39"	74	3413.57
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"November"	"11"	"40 weeks"	"40"	51	3508.73
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"November"	"11"	"41 weeks"	"41"	27	3804.22
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"December"	"12"	"37 weeks"	"37"	16	3040.75
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"December"	"12"	"38 weeks"	"38"	27	3306.48
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"December"	"12"	"39 weeks"	"39"	82	3486.74
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"December"	"12"	"40 weeks"	"40"	60	3542.70
	"Dutchess County, NY"	"36027"	"2009"	"2009"	"December"	"12"	"41 weeks"	"41"	17	3627.59
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"January"	"1"	"37 weeks"	"37"	19	3014.16
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"January"	"1"	"38 weeks"	"38"	30	3333.83
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"January"	"1"	"39 weeks"	"39"	78	3410.41
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"January"	"1"	"40 weeks"	"40"	49	3562.71
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"January"	"1"	"41 weeks"	"41"	21	3587.95
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"February"	"2"	"37 weeks"	"37"	21	3139.48
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"February"	"2"	"38 weeks"	"38"	41	3175.32
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"February"	"2"	"39 weeks"	"39"	60	3363.35
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"February"	"2"	"40 weeks"	"40"	60	3514.37
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"February"	"2"	"41 weeks"	"41"	28	3661.86
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"March"	"3"	"37 weeks"	"37"	13	3130.85
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"March"	"3"	"38 weeks"	"38"	34	3252.94
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"March"	"3"	"39 weeks"	"39"	68	3377.40
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"March"	"3"	"40 weeks"	"40"	75	3588.08
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"March"	"3"	"41 weeks"	"41"	33	3638.70
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"April"	"4"	"37 weeks"	"37"	16	3021.69
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"April"	"4"	"38 weeks"	"38"	26	3479.73
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"April"	"4"	"39 weeks"	"39"	85	3402.66
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"April"	"4"	"40 weeks"	"40"	62	3554.18
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"April"	"4"	"41 weeks"	"41"	23	3622.22
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"May"	"5"	"36 weeks"	"36"	11	2558.55
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"May"	"5"	"37 weeks"	"37"	18	2885.22
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"May"	"5"	"38 weeks"	"38"	36	3278.00
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"May"	"5"	"39 weeks"	"39"	86	3391.00
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"May"	"5"	"40 weeks"	"40"	64	3615.92
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"May"	"5"	"41 weeks"	"41"	34	3722.94
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"June"	"6"	"37 weeks"	"37"	25	2844.84
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"June"	"6"	"38 weeks"	"38"	37	3225.49
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"June"	"6"	"39 weeks"	"39"	90	3436.76
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"June"	"6"	"40 weeks"	"40"	63	3587.44
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"June"	"6"	"41 weeks"	"41"	34	3664.88
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"July"	"7"	"37 weeks"	"37"	16	2879.31
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"July"	"7"	"38 weeks"	"38"	44	3123.64
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"July"	"7"	"39 weeks"	"39"	93	3507.15
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"July"	"7"	"40 weeks"	"40"	64	3538.34
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"July"	"7"	"41 weeks"	"41"	36	3724.86
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"August"	"8"	"37 weeks"	"37"	10	3056.60
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"August"	"8"	"38 weeks"	"38"	35	3417.11
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"August"	"8"	"39 weeks"	"39"	80	3365.72
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"August"	"8"	"40 weeks"	"40"	62	3481.90
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"August"	"8"	"41 weeks"	"41"	26	3619.12
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"September"	"9"	"37 weeks"	"37"	13	2929.69
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"September"	"9"	"38 weeks"	"38"	39	3205.33
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"September"	"9"	"39 weeks"	"39"	78	3414.71
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"September"	"9"	"40 weeks"	"40"	61	3534.97
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"September"	"9"	"41 weeks"	"41"	34	3484.44
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"October"	"10"	"36 weeks"	"36"	11	2842.73
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"October"	"10"	"37 weeks"	"37"	15	2878.40
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"October"	"10"	"38 weeks"	"38"	41	3273.07
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"October"	"10"	"39 weeks"	"39"	74	3461.80
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"October"	"10"	"40 weeks"	"40"	58	3508.34
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"October"	"10"	"41 weeks"	"41"	24	3507.54
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"November"	"11"	"37 weeks"	"37"	15	3179.40
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"November"	"11"	"38 weeks"	"38"	33	3291.85
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"November"	"11"	"39 weeks"	"39"	78	3453.58
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"November"	"11"	"40 weeks"	"40"	50	3422.20
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"November"	"11"	"41 weeks"	"41"	18	3734.39
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"December"	"12"	"37 weeks"	"37"	18	2975.50
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"December"	"12"	"38 weeks"	"38"	30	3163.93
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"December"	"12"	"39 weeks"	"39"	72	3435.83
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"December"	"12"	"40 weeks"	"40"	57	3567.65
	"Dutchess County, NY"	"36027"	"2010"	"2010"	"December"	"12"	"41 weeks"	"41"	27	3601.37
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"January"	"1"	"36 weeks"	"36"	12	2631.58
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"January"	"1"	"37 weeks"	"37"	26	2833.62
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"January"	"1"	"38 weeks"	"38"	28	3087.11
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"January"	"1"	"39 weeks"	"39"	56	3513.09
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"January"	"1"	"40 weeks"	"40"	62	3485.74
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"January"	"1"	"41 weeks"	"41"	28	3565.11
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"February"	"2"	"37 weeks"	"37"	14	3042.14
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"February"	"2"	"38 weeks"	"38"	27	3094.89
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"February"	"2"	"39 weeks"	"39"	66	3373.23
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"February"	"2"	"40 weeks"	"40"	49	3414.47
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"February"	"2"	"41 weeks"	"41"	16	3785.56
	"Dutchess County, NY"	"36027"	"2011"	"2011"	"March"	"3"	"37 weeks"	"37"	13	3026.54
